lead_id,journey_id,prospect_id,session_id,lead_created_ts,lead_source_type,form_name,product_interest,lead_status,lead_score,qualification_status,qualification_reason,response_time_minutes,is_duplicate,is_contactable
LD00000157,JR0001253,PR001118,SS00001834,2025-08-10 06:21:53,lead_ad,lead_form_short,Ahorro voluntario,converted_to_registration,71.92,qualified,Cumple score e intención mínima,212,0,1
LD00000158,JR0001257,PR001122,SS00001843,2025-08-25 23:19:32,web_form,lead_form_main,Ahorro voluntario,nurtured,92.56,qualified,Cumple score e intención mínima,519,0,1
LD00000159,JR0001259,PR001124,SS00001845,2025-11-07 17:24:38,web_form,contact_request,Cambio / registro Afore,lost,70.08,unqualified,Perfil no objetivo,229,0,1
LD00000160,JR0001260,PR001125,SS00001846,2025-08-23 13:41:43,landing_form,lead_form_main,Simulador de retiro,lost,54.48,unqualified,Perfil no objetivo,241,0,1
LD00000161,JR0001266,PR001131,SS00001853,2025-03-01 11:45:21,web_form,contact_request,Simulador de retiro,converted_to_registration,62.67,qualified,Cumple score e intención mínima,215,0,0
LD00000162,JR0001267,PR001132,SS00001856,2025-04-11 20:19:38,email_click,lead_form_main,Ahorro voluntario,converted_to_registration,87.36,qualified,Cumple score e intención mínima,108,0,1
LD00000163,JR0001268,PR001132,SS00001859,2025-09-07 09:16:08,direct_form,lead_form_short,Ahorro voluntario,nurtured,82.98,qualified,Cumple score e intención mínima,119,1,0
LD00000164,JR0001277,PR001140,SS00001869,2025-02-25 01:22:45,lead_ad,simulator_capture,Ahorro voluntario,converted_to_registration,93.68,qualified,Cumple score e intención mínima,89,0,1
LD00000165,JR0001278,PR001141,SS00001872,2025-06-03 09:08:58,web_form,lead_form_main,Cambio / registro Afore,converted_to_registration,86.97,qualified,Cumple score e intención mínima,471,0,1
LD00000166,JR0001281,PR001144,SS00001881,2025-06-09 00:21:34,web_form,lead_form_short,Ahorro voluntario,lost,77.7,unqualified,Perfil no objetivo,76,0,1
LD00000167,JR0001288,PR001151,SS00001890,2025-08-23 00:46:24,web_form,lead_form_main,Ahorro voluntario,nurtured,82.98,qualified,Cumple score e intención mínima,156,0,1
LD00000168,JR0001294,PR001156,SS00001901,2025-07-05 15:17:55,lead_ad,contact_request,Ahorro voluntario,converted_to_registration,75.76,qualified,Cumple score e intención mínima,209,0,0
LD00000169,JR0001295,PR001157,SS00001903,2025-05-21 08:12:06,web_form,contact_request,Ahorro voluntario,converted_to_registration,65.01,qualified,Cumple score e intención mínima,130,0,1
LD00000170,JR0001298,PR001160,SS00001907,2025-04-11 13:03:36,email_click,simulator_capture,Simulador de retiro,converted_to_registration,71.49,qualified,Cumple score e intención mínima,24,0,1
LD00000171,JR0001306,PR001167,SS00001921,2025-07-16 09:26:36,web_form,contact_request,Cambio / registro Afore,converted_to_registration,78.98,qualified,Cumple score e intención mínima,287,0,1
LD00000172,JR0001307,PR001167,SS00001924,2025-07-30 21:42:36,web_form,simulator_capture,Cambio / registro Afore,converted_to_registration,72.83,qualified,Cumple score e intención mínima,153,1,1
LD00000173,JR0001309,PR001169,SS00001928,2025-07-29 17:21:22,web_form,simulator_capture,Cambio / registro Afore,converted_to_registration,91.05,qualified,Cumple score e intención mínima,126,0,1
LD00000174,JR0001315,PR001175,SS00001939,2025-12-17 09:18:59,email_click,lead_form_short,Ahorro voluntario,converted_to_registration,64.21,qualified,Cumple score e intención mínima,79,0,1
LD00000175,JR0001326,PR001186,SS00001954,2025-03-29 06:24:06,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,73.33,qualified,Cumple score e intención mínima,173,0,1
LD00000176,JR0001330,PR001189,SS00001959,2025-05-11 17:29:41,email_click,contact_request,Aportaciones complementarias,converted_to_registration,79.01,qualified,Cumple score e intención mínima,134,0,1
LD00000177,JR0001336,PR001195,SS00001971,2025-11-08 06:07:42,email_click,lead_form_main,Cambio / registro Afore,nurtured,55.11,qualified,Cumple score e intención mínima,44,0,1
LD00000178,JR0001354,PR001213,SS00001994,2025-06-15 20:32:47,web_form,simulator_capture,Ahorro voluntario,lost,66.72,unqualified,Baja intención declarada,73,0,1
LD00000179,JR0001359,PR001218,SS00002001,2025-03-04 09:54:14,direct_form,contact_request,Ahorro voluntario,nurtured,67.1,qualified,Cumple score e intención mínima,80,0,1
LD00000180,JR0001370,PR001227,SS00002017,2025-03-28 04:38:21,lead_ad,lead_form_main,Información general,lost,23.78,unqualified,Duplicado operacional,366,0,1
LD00000181,JR0001382,PR001237,SS00002034,2025-05-30 19:04:01,web_form,lead_form_short,Cambio / registro Afore,nurtured,50.46,qualified,Cumple score e intención mínima,64,0,1
LD00000182,JR0001383,PR001238,SS00002036,2025-04-28 21:11:30,lead_ad,lead_form_main,Ahorro voluntario,lost,67.42,unqualified,Perfil no objetivo,352,0,1
LD00000183,JR0001386,PR001240,SS00002040,2025-10-10 23:12:54,web_form,contact_request,Cambio / registro Afore,converted_to_registration,98.07,qualified,Cumple score e intención mínima,223,0,1
LD00000184,JR0001388,PR001242,SS00002045,2025-04-08 20:41:57,web_form,lead_form_short,Aportaciones complementarias,converted_to_registration,90.53,qualified,Cumple score e intención mínima,237,0,1
LD00000185,JR0001393,PR001245,SS00002055,2025-10-15 12:20:06,lead_ad,simulator_capture,Simulador de retiro,nurtured,64.35,qualified,Cumple score e intención mínima,381,0,1
LD00000186,JR0001397,PR001249,SS00002060,2025-11-16 10:13:14,email_click,lead_form_short,Ahorro voluntario,converted_to_registration,83.96,qualified,Cumple score e intención mínima,236,0,1
LD00000187,JR0001408,PR001260,SS00002074,2025-10-08 03:45:27,web_form,lead_form_short,Cambio / registro Afore,converted_to_registration,65.12,qualified,Cumple score e intención mínima,139,0,1
LD00000188,JR0001416,PR001268,SS00002088,2025-04-27 20:40:30,email_click,lead_form_short,Ahorro voluntario,converted_to_registration,89.66,qualified,Cumple score e intención mínima,136,0,1
LD00000189,JR0001419,PR001271,SS00002095,2025-10-29 13:12:12,web_form,lead_form_short,Simulador de retiro,lost,52.11,invalid_contact,Datos no contactables,95,0,0
LD00000190,JR0001421,PR001272,SS00002098,2025-03-21 06:11:20,web_form,contact_request,Simulador de retiro,nurtured,66.65,qualified,Cumple score e intención mínima,852,0,1
LD00000191,JR0001436,PR001283,SS00002116,2025-10-02 19:17:32,web_form,simulator_capture,Simulador de retiro,lost,53.67,unqualified,Baja intención declarada,133,0,1
LD00000192,JR0001437,PR001284,SS00002117,2025-04-16 00:58:34,partner_form,lead_form_main,Ahorro voluntario,converted_to_registration,84.34,qualified,Cumple score e intención mínima,51,0,1
LD00000193,JR0001445,PR001290,SS00002127,2025-06-17 06:44:58,lead_ad,lead_form_main,Simulador de retiro,lost,48.08,unqualified,Perfil no objetivo,288,0,1
LD00000194,JR0001461,PR001305,SS00002147,2025-09-01 06:41:15,email_click,lead_form_short,Ahorro voluntario,converted_to_registration,82.79,qualified,Cumple score e intención mínima,74,0,1
LD00000195,JR0001472,PR001315,SS00002164,2025-09-01 12:53:04,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,78.73,qualified,Cumple score e intención mínima,317,0,1
LD00000196,JR0001473,PR001315,SS00002168,2025-09-17 13:33:04,app_cta,simulator_capture,Ahorro voluntario,converted_to_registration,89.06,qualified,Cumple score e intención mínima,45,1,1
LD00000197,JR0001479,PR001321,SS00002177,2025-04-26 00:12:59,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,67.11,qualified,Cumple score e intención mínima,430,0,1
LD00000198,JR0001493,PR001332,SS00002198,2025-02-08 07:41:46,landing_form,lead_form_short,Cambio / registro Afore,nurtured,66.02,qualified,Cumple score e intención mínima,162,0,1
LD00000199,JR0001510,PR001348,SS00002219,2025-06-26 12:52:13,web_form,contact_request,Ahorro voluntario,lost,79.11,unqualified,Duplicado operacional,112,0,1
LD00000200,JR0001511,PR001349,SS00002220,2025-02-05 22:04:49,lead_ad,lead_form_short,Cambio / registro Afore,converted_to_registration,86.51,qualified,Cumple score e intención mínima,102,0,1
LD00000201,JR0001514,PR001352,SS00002226,2025-06-03 00:16:27,web_form,lead_form_short,Cambio / registro Afore,lost,75.88,unqualified,Baja intención declarada,139,0,1
LD00000202,JR0001515,PR001353,SS00002228,2025-05-15 05:01:33,app_cta,contact_request,Cambio / registro Afore,converted_to_registration,69.11,qualified,Cumple score e intención mínima,18,0,1
LD00000203,JR0001527,PR001363,SS00002252,2025-06-29 01:04:14,lead_ad,simulator_capture,Ahorro voluntario,converted_to_registration,84.91,qualified,Cumple score e intención mínima,81,0,1
LD00000204,JR0001534,PR001368,SS00002265,2025-08-16 16:02:47,partner_form,simulator_capture,Simulador de retiro,nurtured,78.26,qualified,Cumple score e intención mínima,156,0,1
LD00000205,JR0001561,PR001393,SS00002298,2025-09-05 22:19:45,direct_form,lead_form_main,Ahorro voluntario,converted_to_registration,99.58,qualified,Cumple score e intención mínima,69,0,1
LD00000206,JR0001563,PR001395,SS00002301,2025-07-27 14:47:33,lead_ad,lead_form_main,Ahorro voluntario,converted_to_registration,97.59,qualified,Cumple score e intención mínima,157,0,1
LD00000207,JR0001566,PR001398,SS00002308,2025-05-09 00:00:24,email_click,contact_request,Ahorro voluntario,lost,63.26,unqualified,Duplicado operacional,78,0,1
LD00000208,JR0001571,PR001403,SS00002315,2025-07-30 01:42:42,web_form,lead_form_short,Ahorro voluntario,lost,45.38,unqualified,Perfil no objetivo,209,0,1
LD00000209,JR0001574,PR001406,SS00002320,2025-04-01 20:05:19,web_form,contact_request,Ahorro voluntario,converted_to_registration,84.79,qualified,Cumple score e intención mínima,270,0,1
LD00000210,JR0001595,PR001425,SS00002352,2025-05-23 11:10:20,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,90.9,qualified,Cumple score e intención mínima,114,0,1
LD00000211,JR0001601,PR001431,SS00002361,2025-11-16 05:10:38,web_form,lead_form_main,Ahorro voluntario,nurtured,90.22,qualified,Cumple score e intención mínima,84,0,1
LD00000212,JR0001610,PR001439,SS00002376,2025-03-25 16:50:16,web_form,contact_request,Simulador de retiro,lost,36.64,unqualified,Perfil no objetivo,387,0,1
LD00000213,JR0001611,PR001440,SS00002377,2025-05-06 23:48:39,email_click,simulator_capture,Ahorro voluntario,converted_to_registration,55.05,qualified,Cumple score e intención mínima,127,0,1
LD00000214,JR0001617,PR001446,SS00002388,2025-08-23 18:35:45,partner_form,contact_request,Ahorro voluntario,nurtured,69.97,qualified,Cumple score e intención mínima,54,0,1
LD00000215,JR0001620,PR001449,SS00002391,2025-05-30 09:22:45,lead_ad,lead_form_short,Ahorro voluntario,nurtured,61.66,qualified,Cumple score e intención mínima,561,0,1
LD00000216,JR0001622,PR001451,SS00002394,2025-02-27 18:54:30,email_click,simulator_capture,Cambio / registro Afore,converted_to_registration,72.29,qualified,Cumple score e intención mínima,81,0,1
LD00000217,JR0001624,PR001453,SS00002398,2025-06-27 16:30:53,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,92.75,qualified,Cumple score e intención mínima,204,0,0
LD00000218,JR0001634,PR001463,SS00002413,2025-04-20 23:12:47,direct_form,simulator_capture,Cambio / registro Afore,lost,80.48,unqualified,Perfil no objetivo,98,0,1
LD00000219,JR0001639,PR001467,SS00002419,2025-05-28 21:31:27,web_form,lead_form_short,Ahorro voluntario,nurtured,54.6,qualified,Cumple score e intención mínima,266,0,1
LD00000220,JR0001642,PR001469,SS00002424,2025-10-26 20:07:16,lead_ad,contact_request,Ahorro voluntario,converted_to_registration,80.96,qualified,Cumple score e intención mínima,183,0,1
LD00000221,JR0001644,PR001471,SS00002427,2025-12-10 13:00:36,web_form,lead_form_short,Simulador de retiro,lost,53.85,unqualified,Perfil no objetivo,222,0,1
LD00000222,JR0001647,PR001474,SS00002431,2025-05-31 10:04:00,web_form,lead_form_short,Ahorro voluntario,nurtured,68.23,qualified,Cumple score e intención mínima,89,0,1
LD00000223,JR0001648,PR001474,SS00002432,2025-07-07 20:24:00,partner_form,simulator_capture,Ahorro voluntario,nurtured,61.56,qualified,Cumple score e intención mínima,100,1,1
LD00000224,JR0001657,PR001483,SS00002445,2025-05-03 03:10:16,web_form,contact_request,Ahorro voluntario,lost,70.74,unqualified,Baja intención declarada,177,0,1
LD00000225,JR0001668,PR001493,SS00002462,2025-10-05 16:27:00,web_form,contact_request,Ahorro voluntario,nurtured,61.84,qualified,Cumple score e intención mínima,118,0,1
LD00000226,JR0001670,PR001495,SS00002466,2025-12-26 07:50:29,web_form,simulator_capture,Ahorro voluntario,nurtured,76.65,qualified,Cumple score e intención mínima,185,0,1
LD00000227,JR0001672,PR001497,SS00002469,2025-10-19 19:17:21,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,72.38,qualified,Cumple score e intención mínima,311,0,1
LD00000228,JR0001679,PR001504,SS00002478,2025-02-18 15:49:29,web_form,lead_form_main,Simulador de retiro,nurtured,77.38,qualified,Cumple score e intención mínima,206,0,1
LD00000229,JR0001680,PR001505,SS00002479,2025-03-28 08:58:04,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,74.46,qualified,Cumple score e intención mínima,314,0,1
LD00000230,JR0001683,PR001508,SS00002486,2025-09-28 19:24:56,lead_ad,simulator_capture,Ahorro voluntario,lost,57.1,unqualified,Duplicado operacional,270,0,1
LD00000231,JR0001686,PR001511,SS00002491,2025-05-27 03:19:48,web_form,contact_request,Ahorro voluntario,nurtured,44.62,qualified,Cumple score e intención mínima,139,0,1
LD00000232,JR0001687,PR001512,SS00002494,2025-08-05 01:27:15,web_form,simulator_capture,Aportaciones complementarias,converted_to_registration,90.14,qualified,Cumple score e intención mínima,175,0,1
LD00000233,JR0001688,PR001512,SS00002497,2025-09-28 05:58:15,web_form,simulator_capture,Aportaciones complementarias,converted_to_registration,87.27,qualified,Cumple score e intención mínima,110,1,1
LD00000234,JR0001692,PR001516,SS00002505,2025-06-28 14:43:09,web_form,lead_form_short,Información general,converted_to_registration,30.51,qualified,Cumple score e intención mínima,177,0,1
LD00000235,JR0001694,PR001517,SS00002509,2025-11-23 00:39:07,web_form,lead_form_short,Cambio / registro Afore,lost,66.86,unqualified,Duplicado operacional,292,0,1
LD00000236,JR0001696,PR001518,SS00002514,2025-07-15 04:05:56,lead_ad,simulator_capture,Ahorro voluntario,converted_to_registration,73.53,qualified,Cumple score e intención mínima,205,0,1
LD00000237,JR0001707,PR001527,SS00002532,2025-04-11 08:02:08,lead_ad,lead_form_main,Ahorro voluntario,converted_to_registration,76.89,qualified,Cumple score e intención mínima,308,0,1
LD00000238,JR0001710,PR001530,SS00002536,2025-05-28 23:13:33,direct_form,simulator_capture,Simulador de retiro,converted_to_registration,96.38,qualified,Cumple score e intención mínima,82,0,1
LD00000239,JR0001725,PR001542,SS00002554,2025-12-23 15:42:19,web_form,lead_form_short,Cambio / registro Afore,converted_to_registration,79.91,qualified,Cumple score e intención mínima,144,0,1
LD00000240,JR0001732,PR001549,SS00002567,2025-01-07 13:28:00,app_cta,contact_request,Cambio / registro Afore,lost,95.22,unqualified,Perfil no objetivo,92,0,1
LD00000241,JR0001751,PR001566,SS00002592,2025-09-14 21:37:32,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,68.03,qualified,Cumple score e intención mínima,204,0,1
LD00000242,JR0001754,PR001569,SS00002600,2025-03-28 02:54:32,web_form,simulator_capture,Ahorro voluntario,nurtured,83.61,qualified,Cumple score e intención mínima,341,0,1
LD00000243,JR0001761,PR001574,SS00002610,2025-09-13 18:47:16,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,59.49,qualified,Cumple score e intención mínima,269,0,1
LD00000244,JR0001762,PR001574,SS00002614,2025-09-22 21:00:16,web_form,simulator_capture,Ahorro voluntario,nurtured,67.26,qualified,Cumple score e intención mínima,125,1,1
LD00000245,JR0001768,PR001580,SS00002623,2025-06-05 16:13:19,web_form,lead_form_short,Simulador de retiro,converted_to_registration,65.94,qualified,Cumple score e intención mínima,238,0,1
LD00000246,JR0001783,PR001594,SS00002644,2025-04-08 10:21:35,lead_ad,lead_form_short,Aportaciones complementarias,nurtured,97.01,qualified,Cumple score e intención mínima,175,0,1
LD00000247,JR0001794,PR001604,SS00002662,2025-06-15 06:43:42,lead_ad,simulator_capture,Cambio / registro Afore,converted_to_registration,76.5,qualified,Cumple score e intención mínima,199,0,1
LD00000248,JR0001795,PR001605,SS00002666,2025-09-04 16:49:33,email_click,simulator_capture,Ahorro voluntario,converted_to_registration,83.91,qualified,Cumple score e intención mínima,46,0,1
LD00000249,JR0001796,PR001606,SS00002668,2025-02-23 12:42:44,web_form,contact_request,Cambio / registro Afore,converted_to_registration,90.42,qualified,Cumple score e intención mínima,243,0,1
LD00000250,JR0001797,PR001606,SS00002670,2025-07-05 08:32:06,web_form,lead_form_main,Cambio / registro Afore,converted_to_registration,87.84,qualified,Cumple score e intención mínima,624,1,1
LD00000251,JR0001817,PR001623,SS00002697,2025-08-20 15:57:56,web_form,contact_request,Simulador de retiro,lost,49.02,invalid_contact,Datos no contactables,262,0,0
