registration_id,journey_id,prospect_id,lead_id,registration_started_ts,registration_completed_ts,registration_status,step_reached,document_upload_flag,kyc_validation_flag,biometric_validation_flag,rejection_reason,abandonment_reason
RG00000213,JR0003318,PR002969,LD00000463,2025-10-15 21:45:37,,abandoned,kyc,1,1,1,,Carga documental incompleta
RG00000214,JR0003324,PR002975,LD00000466,2025-06-21 14:37:53,2025-06-22 05:15:53,completed,confirmation,1,1,1,,
RG00000215,JR0003339,PR002988,LD00000468,2025-07-02 18:50:25,,abandoned,documents,1,0,0,,Usuario salió del flujo
RG00000216,JR0003343,PR002991,LD00000469,2025-04-23 18:37:48,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00000217,JR0003344,PR002992,LD00000470,2025-07-05 10:36:40,,abandoned,documents,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00000218,JR0003347,PR002995,LD00000473,2025-05-06 02:39:03,,abandoned,biometric,1,1,1,,Biometría no exitosa
RG00000219,JR0003349,PR002997,LD00000474,2025-08-14 00:05:00,,abandoned,personal_data,1,1,0,,Usuario salió del flujo
RG00000220,JR0003360,PR003007,LD00000475,2025-05-19 09:05:29,,abandoned,biometric,0,0,0,,Tiempo de espera alto
RG00000221,JR0003361,PR003008,LD00000476,2025-05-20 12:47:19,2025-05-21 04:01:19,completed,confirmation,1,1,1,,
RG00000222,JR0003369,PR003016,LD00000477,2025-02-14 01:46:22,,abandoned,personal_data,1,1,1,,Tiempo de espera alto
RG00000223,JR0003395,PR003040,LD00000479,2025-06-25 08:40:10,,abandoned,kyc,1,1,1,,Tiempo de espera alto
RG00000224,JR0003447,PR003087,LD00000482,2025-08-13 17:59:27,,abandoned,kyc,0,0,0,,Biometría no exitosa
RG00000225,JR0003460,PR003098,LD00000486,2025-03-29 14:09:14,,abandoned,biometric,1,1,1,,Biometría no exitosa
RG00000226,JR0003480,PR003116,LD00000488,2025-07-20 19:07:10,,abandoned,personal_data,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000227,JR0003484,PR003119,LD00000489,2025-12-06 12:32:52,,abandoned,personal_data,0,0,0,,Tiempo de espera alto
RG00000228,JR0003491,PR003125,LD00000490,2025-04-13 06:14:43,,abandoned,kyc,1,0,0,,Usuario salió del flujo
RG00000229,JR0003506,PR003139,LD00000491,2025-12-14 09:42:57,,abandoned,biometric,1,1,1,,Usuario salió del flujo
RG00000230,JR0003508,PR003141,LD00000492,2025-03-10 10:48:28,,abandoned,personal_data,1,1,1,,Tiempo de espera alto
RG00000231,JR0003519,PR003150,LD00000494,2025-07-18 18:10:15,2025-07-19 07:20:15,completed,confirmation,1,1,1,,
RG00000232,JR0003547,PR003176,LD00000496,2025-09-17 10:02:42,,abandoned,documents,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000233,JR0003560,PR003186,LD00000497,2025-06-20 07:40:22,2025-06-21 19:47:22,completed,confirmation,1,1,1,,
RG00000234,JR0003571,PR003196,LD00000500,2025-07-09 00:06:38,,abandoned,documents,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000235,JR0003579,PR003203,LD00000502,2025-08-21 21:08:18,,abandoned,biometric,1,0,0,,Tiempo de espera alto
RG00000236,JR0003582,PR003206,LD00000503,2025-07-21 03:34:56,,abandoned,biometric,1,1,1,,Biometría no exitosa
RG00000237,JR0003586,PR003210,LD00000505,2025-04-26 12:50:42,,abandoned,personal_data,1,1,1,,Usuario salió del flujo
RG00000238,JR0003591,PR003214,LD00000506,2025-05-11 07:22:10,,abandoned,documents,1,0,0,,Biometría no exitosa
RG00000239,JR0003620,PR003238,LD00000509,2025-06-01 09:15:19,2025-06-01 18:34:19,completed,confirmation,1,1,1,,
RG00000240,JR0003637,PR003254,LD00000512,2025-08-24 21:02:25,,abandoned,documents,0,0,0,,Usuario salió del flujo
RG00000241,JR0003644,PR003261,LD00000513,2025-12-01 17:45:49,,abandoned,documents,1,1,1,,Biometría no exitosa
RG00000242,JR0003645,PR003261,LD00000514,2026-01-01 03:56:00,,abandoned,biometric,0,0,0,,Carga documental incompleta
RG00000243,JR0003651,PR003266,LD00000515,2025-04-26 21:41:16,,abandoned,kyc,0,0,0,,Carga documental incompleta
RG00000244,JR0003667,PR003280,LD00000518,2025-11-10 23:14:29,,abandoned,kyc,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000245,JR0003682,PR003294,LD00000519,2025-07-30 03:41:18,2025-07-31 09:09:18,completed,confirmation,1,1,1,,
RG00000246,JR0003694,PR003305,LD00000520,2025-09-11 03:27:47,,abandoned,personal_data,1,1,1,,Biometría no exitosa
RG00000247,JR0003697,PR003307,LD00000521,2025-09-20 10:22:36,,abandoned,personal_data,1,1,1,,Usuario salió del flujo
RG00000248,JR0003705,PR003315,LD00000522,2025-09-27 17:52:38,2025-09-28 00:35:38,completed,confirmation,1,1,1,,
RG00000249,JR0003712,PR003321,LD00000523,2025-06-05 03:49:17,2025-06-06 01:00:17,completed,confirmation,1,1,1,,
RG00000250,JR0003717,PR003326,LD00000524,2025-09-19 04:48:17,2025-09-19 10:11:17,completed,confirmation,1,1,1,,
RG00000251,JR0003737,PR003346,LD00000526,2025-05-08 09:29:05,2025-05-09 09:16:05,completed,confirmation,1,1,1,,
RG00000252,JR0003745,PR003352,LD00000527,2025-07-27 21:56:14,,abandoned,kyc,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000253,JR0003751,PR003356,LD00000528,2025-04-23 23:51:29,,abandoned,documents,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000254,JR0003770,PR003374,LD00000530,2025-05-27 08:27:57,2025-05-28 02:21:57,completed,confirmation,1,1,1,,
RG00000255,JR0003771,PR003374,LD00000531,2025-07-27 07:14:07,2025-07-28 00:57:07,completed,confirmation,1,1,1,,
RG00000256,JR0003773,PR003376,LD00000532,2025-05-24 14:53:29,,abandoned,documents,0,0,0,,Tiempo de espera alto
RG00000257,JR0003777,PR003380,LD00000533,2025-06-13 10:51:37,2025-06-14 08:57:37,completed,confirmation,1,1,1,,
RG00000258,JR0003821,PR003420,LD00000537,2025-09-21 08:52:44,2025-09-21 20:47:44,completed,confirmation,1,1,1,,
RG00000259,JR0003822,PR003420,LD00000538,2025-11-18 21:50:44,,abandoned,personal_data,1,1,0,,Carga documental incompleta
RG00000260,JR0003826,PR003424,LD00000539,2025-06-06 11:56:05,,abandoned,kyc,1,0,0,,Biometría no exitosa
RG00000261,JR0003872,PR003460,LD00000542,2025-05-02 13:10:26,2025-05-02 16:00:26,completed,confirmation,1,1,1,,
RG00000262,JR0003929,PR003513,LD00000548,2025-08-19 10:01:02,,abandoned,documents,1,1,1,,Usuario salió del flujo
RG00000263,JR0003930,PR003513,LD00000549,2025-10-17 14:42:02,,abandoned,biometric,1,0,0,,Tiempo de espera alto
RG00000264,JR0003934,PR003516,LD00000550,2025-09-30 20:16:12,,abandoned,biometric,1,1,1,,Tiempo de espera alto
RG00000265,JR0003986,PR003565,LD00000556,2025-10-11 18:02:53,2025-10-12 02:14:53,completed,confirmation,1,1,1,,
RG00000266,JR0004017,PR003588,LD00000557,2025-08-03 18:35:56,,abandoned,biometric,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00000267,JR0004030,PR003598,LD00000558,2025-06-15 22:42:21,,abandoned,personal_data,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000268,JR0004032,PR003600,LD00000559,2025-05-14 01:31:30,,abandoned,kyc,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000269,JR0004043,PR003610,LD00000560,2025-02-16 11:58:20,,abandoned,biometric,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000270,JR0004051,PR003618,LD00000562,2025-03-28 07:08:45,,abandoned,documents,1,1,1,,Biometría no exitosa
RG00000271,JR0004055,PR003622,LD00000564,2025-02-09 10:40:52,,abandoned,kyc,1,1,0,,Carga documental incompleta
RG00000272,JR0004107,PR003671,LD00000565,2025-07-15 12:37:42,,abandoned,personal_data,1,1,1,,Tiempo de espera alto
RG00000273,JR0004177,PR003735,LD00000569,2025-07-07 07:49:49,,abandoned,personal_data,0,0,0,,Tiempo de espera alto
RG00000274,JR0004198,PR003753,LD00000571,2025-02-04 20:33:39,2025-02-06 10:55:39,completed,confirmation,1,1,1,,
RG00000275,JR0004208,PR003763,LD00000572,2025-03-15 22:04:45,,abandoned,personal_data,1,1,0,,Usuario salió del flujo
RG00000276,JR0004216,PR003770,LD00000573,2025-05-14 13:35:33,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00000277,JR0004237,PR003789,LD00000578,2025-04-06 02:42:47,,abandoned,personal_data,0,0,0,,Carga documental incompleta
RG00000278,JR0004311,PR003855,LD00000582,2025-10-03 03:06:58,,abandoned,kyc,0,0,0,,Usuario salió del flujo
RG00000279,JR0004362,PR003903,LD00000588,2025-05-10 23:57:51,2025-05-11 10:42:51,completed,confirmation,1,1,1,,
RG00000280,JR0004363,PR003904,LD00000589,2025-08-18 14:33:49,,abandoned,kyc,1,1,1,,Tiempo de espera alto
RG00000281,JR0004386,PR003923,LD00000590,2025-04-27 12:08:57,,abandoned,documents,1,0,0,,Carga documental incompleta
RG00000282,JR0004389,PR003924,LD00000591,2025-01-21 03:42:23,,abandoned,documents,0,0,0,,Usuario salió del flujo
RG00000283,JR0004455,PR003983,LD00000598,2025-01-24 10:02:23,,abandoned,kyc,1,1,0,,Usuario salió del flujo
RG00000284,JR0004462,PR003990,LD00000599,2025-02-15 21:13:57,2025-02-16 13:03:57,completed,confirmation,1,1,1,,
RG00000285,JR0004463,PR003990,LD00000600,2025-07-05 22:01:49,2025-07-06 04:16:49,completed,confirmation,1,1,1,,
RG00000286,JR0004469,PR003996,LD00000601,2025-10-19 19:39:10,,abandoned,documents,1,1,0,,Tiempo de espera alto
RG00000287,JR0004504,PR004029,LD00000604,2025-03-31 22:23:45,2025-04-01 02:27:45,completed,confirmation,1,1,1,,
RG00000288,JR0004525,PR004045,LD00000607,2025-07-10 23:02:07,,abandoned,documents,0,0,0,,Biometría no exitosa
RG00000289,JR0004532,PR004052,LD00000608,2025-07-14 03:29:11,,abandoned,biometric,1,1,0,,Biometría no exitosa
RG00000290,JR0004543,PR004062,LD00000612,2025-10-09 03:50:00,,abandoned,personal_data,1,0,0,,Biometría no exitosa
RG00000291,JR0004562,PR004080,LD00000613,2025-10-30 15:50:44,2025-11-01 01:37:44,completed,confirmation,1,1,1,,
RG00000292,JR0004583,PR004097,LD00000614,2025-06-19 02:26:16,,abandoned,documents,0,0,0,,Tiempo de espera alto
RG00000293,JR0004585,PR004098,LD00000615,2025-08-07 08:05:50,2025-08-07 18:22:50,completed,confirmation,1,1,1,,
RG00000294,JR0004586,PR004099,LD00000616,2025-04-05 14:34:20,,abandoned,kyc,1,0,0,,Carga documental incompleta
RG00000295,JR0004664,PR004167,LD00000621,2025-03-13 19:26:02,,abandoned,personal_data,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000296,JR0004673,PR004175,LD00000624,2025-08-27 14:50:48,,abandoned,kyc,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000297,JR0004707,PR004206,LD00000628,2025-03-19 21:43:04,,abandoned,biometric,1,1,0,,Carga documental incompleta
RG00000298,JR0004727,PR004222,LD00000631,2025-10-31 13:23:21,,abandoned,kyc,1,1,1,,Carga documental incompleta
RG00000299,JR0004730,PR004225,LD00000632,2025-08-08 18:09:04,,abandoned,personal_data,1,1,1,,Carga documental incompleta
RG00000300,JR0004734,PR004228,LD00000633,2025-10-16 08:14:24,,abandoned,biometric,0,0,0,,Tiempo de espera alto
RG00000301,JR0004735,PR004228,LD00000634,2025-12-07 06:14:24,2025-12-09 01:13:24,completed,confirmation,1,1,1,,
RG00000302,JR0004745,PR004237,LD00000635,2025-10-28 17:34:09,,abandoned,personal_data,1,1,1,,Biometría no exitosa
RG00000303,JR0004754,PR004246,LD00000636,2025-08-13 21:38:44,2025-08-14 23:46:44,completed,confirmation,1,1,1,,
RG00000304,JR0004787,PR004275,LD00000640,2025-05-30 13:51:03,,abandoned,documents,1,1,0,,Tiempo de espera alto
RG00000305,JR0004796,PR004283,LD00000642,2025-03-10 08:49:01,,abandoned,biometric,1,1,1,,Usuario salió del flujo
RG00000306,JR0004802,PR004288,LD00000643,2025-12-27 05:30:17,2025-12-29 07:48:17,completed,confirmation,1,1,1,,
RG00000307,JR0004817,PR004303,LD00000644,2025-09-24 19:30:32,2025-09-25 04:40:32,completed,confirmation,1,1,1,,
RG00000308,JR0004833,PR004319,LD00000645,2025-09-28 08:33:36,,abandoned,documents,1,1,1,,Usuario salió del flujo
RG00000309,JR0004839,PR004323,LD00000647,2025-04-03 16:07:52,,abandoned,kyc,1,1,0,,Usuario salió del flujo
RG00000310,JR0004857,PR004339,LD00000650,2025-09-24 17:25:20,,abandoned,documents,1,0,0,,Usuario salió del flujo
RG00000311,JR0004861,PR004343,LD00000651,2025-07-07 22:16:34,,abandoned,personal_data,1,1,0,,Usuario salió del flujo
RG00000312,JR0004871,PR004353,LD00000652,2025-09-12 23:28:54,2025-09-15 04:20:54,completed,confirmation,1,1,1,,
RG00000313,JR0004879,PR004361,LD00000653,2025-04-01 15:39:20,2025-04-01 23:38:20,completed,confirmation,1,1,1,,
RG00000314,JR0004903,PR004381,LD00000654,2025-01-26 21:25:10,,abandoned,personal_data,1,0,0,,Biometría no exitosa
RG00000315,JR0004913,PR004391,LD00000655,2025-07-18 16:45:00,2025-07-19 08:29:00,completed,confirmation,1,1,1,,
RG00000316,JR0004914,PR004391,LD00000656,2025-11-14 17:26:08,,abandoned,documents,1,1,1,,Biometría no exitosa
RG00000317,JR0004926,PR004401,LD00000658,2025-03-23 05:53:34,,abandoned,documents,1,1,1,,Biometría no exitosa
RG00000318,JR0004944,PR004416,LD00000659,2025-03-27 07:39:13,2025-03-27 22:49:13,completed,confirmation,1,1,1,,
RG00000319,JR0004985,PR004454,LD00000664,2025-02-07 07:12:01,,abandoned,personal_data,1,1,1,,Carga documental incompleta
RG00000320,JR0004986,PR004455,LD00000665,2025-04-17 01:32:22,,abandoned,kyc,1,0,0,,Usuario salió del flujo
RG00000321,JR0004997,PR004463,LD00000667,2025-07-30 20:41:36,,abandoned,biometric,1,1,0,,Biometría no exitosa
RG00000322,JR0005001,PR004467,LD00000668,2025-03-14 15:43:45,2025-03-15 01:57:45,completed,confirmation,1,1,1,,
RG00000323,JR0005018,PR004481,LD00000671,2025-08-31 21:58:41,,abandoned,biometric,0,0,0,,Tiempo de espera alto
RG00000324,JR0005026,PR004489,LD00000674,2025-09-04 19:52:43,2025-09-05 21:45:43,completed,confirmation,1,1,1,,
RG00000325,JR0005063,PR004523,LD00000680,2025-12-03 18:47:54,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00000326,JR0005095,PR004551,LD00000682,2025-07-13 15:57:39,,abandoned,personal_data,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00000327,JR0005096,PR004552,LD00000683,2025-12-08 03:18:30,,abandoned,documents,1,1,1,,Carga documental incompleta
RG00000328,JR0005147,PR004596,LD00000686,2025-10-17 02:35:23,2025-10-17 06:16:23,completed,confirmation,1,1,1,,
RG00000329,JR0005155,PR004602,LD00000688,2025-08-10 01:37:03,,abandoned,biometric,1,1,1,,Biometría no exitosa
RG00000330,JR0005159,PR004606,LD00000689,2025-08-02 12:54:30,2025-08-03 21:50:30,completed,confirmation,1,1,1,,
RG00000331,JR0005182,PR004624,LD00000690,2025-09-26 03:18:24,2025-09-26 21:46:24,completed,confirmation,1,1,1,,
RG00000332,JR0005186,PR004628,LD00000691,2025-07-23 11:49:14,,abandoned,documents,0,0,0,,Carga documental incompleta
RG00000333,JR0005209,PR004650,LD00000693,2025-04-13 19:18:16,,abandoned,documents,0,0,0,,Biometría no exitosa
RG00000334,JR0005214,PR004654,LD00000695,2025-03-17 09:41:57,2025-03-17 12:06:57,completed,confirmation,1,1,1,,
RG00000335,JR0005218,PR004657,LD00000696,2025-11-25 15:52:43,,abandoned,kyc,1,1,1,,Carga documental incompleta
RG00000336,JR0005224,PR004663,LD00000697,2025-11-01 00:29:33,2025-11-01 09:17:33,completed,confirmation,1,1,1,,
RG00000337,JR0005239,PR004677,LD00000698,2025-07-26 08:53:13,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00000338,JR0005243,PR004681,LD00000699,2025-11-13 13:08:02,,abandoned,personal_data,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000339,JR0005247,PR004685,LD00000700,2025-03-06 11:09:10,,abandoned,biometric,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00000340,JR0005260,PR004698,LD00000704,2025-01-30 05:53:57,,abandoned,documents,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000341,JR0005283,PR004720,LD00000705,2025-12-02 20:32:11,,abandoned,kyc,1,1,1,,Biometría no exitosa
RG00000342,JR0005284,PR004721,LD00000706,2025-07-03 15:25:57,,abandoned,kyc,1,1,1,,Carga documental incompleta
RG00000343,JR0005297,PR004733,LD00000708,2025-09-15 12:20:10,,abandoned,biometric,1,0,0,,Carga documental incompleta
RG00000344,JR0005307,PR004743,LD00000711,2025-02-09 08:14:31,2025-02-09 22:57:31,completed,confirmation,1,1,1,,
RG00000345,JR0005326,PR004757,LD00000715,2025-08-03 12:33:08,2025-08-03 15:21:08,completed,confirmation,1,1,1,,
RG00000346,JR0005331,PR004761,LD00000717,2025-08-19 01:24:28,,abandoned,personal_data,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00000347,JR0005366,PR004790,LD00000722,2026-01-01 19:27:00,,abandoned,biometric,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00000348,JR0005371,PR004795,LD00000723,2025-10-12 13:27:08,,abandoned,documents,0,0,0,,Tiempo de espera alto
RG00000349,JR0005382,PR004806,LD00000724,2025-04-15 15:33:54,,abandoned,kyc,0,0,0,,Biometría no exitosa
RG00000350,JR0005406,PR004829,LD00000727,2025-11-24 11:14:10,,abandoned,kyc,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000351,JR0005469,PR004885,LD00000732,2025-07-05 23:53:39,,abandoned,personal_data,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00000352,JR0005483,PR004898,LD00000736,2025-07-30 13:12:53,2025-07-31 11:13:53,completed,confirmation,1,1,1,,
RG00000353,JR0005536,PR004947,LD00000739,2025-05-08 20:20:15,,abandoned,personal_data,1,1,1,,Biometría no exitosa
RG00000354,JR0005560,PR004969,LD00000740,2025-05-11 11:22:26,2025-05-11 13:24:26,completed,confirmation,1,1,1,,
RG00000355,JR0005566,PR004975,LD00000741,2025-06-26 08:06:25,,abandoned,kyc,1,1,1,,Tiempo de espera alto
RG00000356,JR0005568,PR004976,LD00000742,2025-05-28 13:35:08,2025-05-28 21:53:08,completed,confirmation,1,1,1,,
RG00000357,JR0005603,PR005007,LD00000745,2025-07-26 22:14:39,,abandoned,kyc,1,0,0,,Usuario salió del flujo
RG00000358,JR0005647,PR005045,LD00000749,2025-05-04 21:06:07,,abandoned,documents,0,0,0,,Usuario salió del flujo
RG00000359,JR0005653,PR005051,LD00000751,2025-07-11 15:42:37,,abandoned,documents,0,0,0,,Usuario salió del flujo
RG00000360,JR0005679,PR005074,LD00000754,2025-09-30 02:01:17,,abandoned,personal_data,0,0,0,,Tiempo de espera alto
RG00000361,JR0005682,PR005077,LD00000755,2025-05-14 23:35:36,2025-05-15 04:03:36,completed,confirmation,1,1,1,,
RG00000362,JR0005688,PR005082,LD00000756,2025-03-09 16:50:17,,abandoned,personal_data,1,1,1,,Carga documental incompleta
RG00000363,JR0005701,PR005093,LD00000757,2025-12-27 18:52:29,2025-12-28 00:39:29,completed,confirmation,1,1,1,,
RG00000364,JR0005704,PR005095,LD00000759,2025-07-10 02:25:50,,abandoned,kyc,1,1,1,,Tiempo de espera alto
RG00000365,JR0005721,PR005111,LD00000760,2025-10-15 01:34:11,,abandoned,kyc,0,0,0,,Usuario salió del flujo
RG00000366,JR0005754,PR005141,LD00000762,2025-04-05 18:34:57,,abandoned,personal_data,1,1,1,,Tiempo de espera alto
RG00000367,JR0005755,PR005142,LD00000763,2025-06-02 21:04:14,,abandoned,documents,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00000368,JR0005759,PR005146,LD00000765,2025-04-01 00:05:52,2025-04-01 05:34:52,completed,confirmation,1,1,1,,
RG00000369,JR0005760,PR005146,LD00000766,2025-09-16 06:25:34,2025-09-17 05:57:34,completed,confirmation,1,1,1,,
RG00000370,JR0005775,PR005158,LD00000770,2025-08-06 17:15:02,,abandoned,biometric,1,1,0,,Carga documental incompleta
RG00000371,JR0005831,PR005209,LD00000775,2025-03-16 10:32:53,,abandoned,documents,0,0,0,,Carga documental incompleta
RG00000372,JR0005841,PR005218,LD00000776,2025-10-11 23:37:55,2025-10-13 14:34:55,completed,confirmation,1,1,1,,
RG00000373,JR0005964,PR005327,LD00000785,2025-07-19 11:18:14,,abandoned,personal_data,1,1,0,,Tiempo de espera alto
RG00000374,JR0005973,PR005336,LD00000786,2025-09-21 14:11:09,,abandoned,biometric,0,0,0,,Tiempo de espera alto
RG00000375,JR0006005,PR005366,LD00000789,2025-05-11 18:49:37,,abandoned,personal_data,0,0,0,,Tiempo de espera alto
RG00000376,JR0006018,PR005378,LD00000790,2025-08-05 17:14:18,,abandoned,documents,0,0,0,,Tiempo de espera alto
RG00000377,JR0006059,PR005415,LD00000792,2025-04-02 02:54:12,,abandoned,personal_data,1,1,1,,Usuario salió del flujo
RG00000378,JR0006075,PR005430,LD00000793,2025-02-28 10:56:29,,abandoned,personal_data,1,1,1,,Usuario salió del flujo
RG00000379,JR0006106,PR005458,LD00000797,2025-07-28 00:51:01,2025-07-28 06:21:01,completed,confirmation,1,1,1,,
RG00000380,JR0006112,PR005464,LD00000798,2025-03-24 11:50:04,,abandoned,kyc,0,0,0,,Tiempo de espera alto
RG00000381,JR0006119,PR005470,LD00000799,2025-03-15 17:57:16,,abandoned,kyc,1,1,0,,Biometría no exitosa
RG00000382,JR0006146,PR005493,LD00000801,2025-05-23 03:15:42,,abandoned,biometric,0,0,0,,Carga documental incompleta
RG00000383,JR0006154,PR005501,LD00000804,2025-10-27 00:14:22,2025-10-28 12:04:22,completed,confirmation,1,1,1,,
RG00000384,JR0006186,PR005527,LD00000805,2025-05-24 23:59:22,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00000385,JR0006190,PR005531,LD00000806,2025-12-15 01:15:27,2025-12-15 10:56:27,completed,confirmation,1,1,1,,
RG00000386,JR0006198,PR005538,LD00000808,2025-06-04 14:26:57,,abandoned,personal_data,1,0,0,,Biometría no exitosa
RG00000387,JR0006199,PR005539,LD00000809,2025-05-02 13:36:35,,abandoned,biometric,1,0,0,,Carga documental incompleta
RG00000388,JR0006200,PR005539,LD00000810,2025-05-18 13:16:01,,abandoned,documents,1,1,1,,Biometría no exitosa
